Card Code Response,Código tarjeta respuesta,module,Magento_Authorizenet
CAVV Response,Respuesta CAVV,module,Magento_Authorizenet
Fraud Filters,Filtros antifraude,module,Magento_Authorizenet
Invalid Form Key. Please refresh the page.,"Tecla de formulario no válido. Por favor, actualice la página.",module,Magento_Backend
You entered an invalid Secret Key. Please refresh the page.,"Ha introducido una clave secreta no válida. Por favor, actualice la página.",module,Magento_Backend
Cache Storage Management,Gestión de almacenamiento en caché,module,Magento_Backend
Flush Magento Cache,Magento flush cache,module,Magento_Backend
The cache storage may contain additional data. Are you sure that you want to flush it?,El almacenamiento en caché puede contener datos adicionales. ¿Está seguro de que desea purgar?,module,Magento_Backend
Flush Cache Storage,Almacenamiento flush cache,module,Magento_Backend
Invalidated,Invalidado,module,Magento_Backend
Orders,Los pedidos,module,Magento_Backend
Amounts,Cantidades,module,Magento_Backend
Bestsellers,Los más vendidos,module,Magento_Backend
Most Viewed Products,Productos más vistos,module,Magento_Backend
New Customers,Nuevos Clientes,module,Magento_Backend
Customers,Clientes,module,Magento_Backend
Customer,El cliente,module,Magento_Backend
Guest,Guest,module,Magento_Backend
Items,Productos,module,Magento_Backend
Total,Total,module,Magento_Backend
Lifetime Sales,Las ventas de por vida,module,Magento_Backend
Average Order,Orden promedio,module,Magento_Backend
Average,Promedio,module,Magento_Backend
Product,Producto,module,Magento_Backend
Price,Precio,module,Magento_Backend
Quantity,Cantidad,module,Magento_Backend
Views,Opiniones,module,Magento_Backend
Revenue,Los ingresos,module,Magento_Backend
Tax,Impuesto,module,Magento_Backend
Shipping,Envíos,module,Magento_Backend
"Images (.gif, .jpg, .png)","Imágenes (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)",module,Magento_Backend
All Files,Todos los archivos,module,Magento_Backend
Reset to Default,Reset to Default,module,Magento_Backend
All Store Views,Todas las vistas de tienda,module,Magento_Backend
What is this?,¿Qué es esto?,module,Magento_Backend
Save Account,Guardar cuenta,module,Magento_Backend
My Account,Mi cuenta,module,Magento_Backend
Account Information,Información de cuenta,module,Magento_Backend
User Name,Nombre de usuario,module,Magento_Backend
First Name,Nombre,module,Magento_Backend
Last Name,Apellido,module,Magento_Backend
Email,Correo electrónico,module,Magento_Backend
User Email,Dirección de correo electrónico del usuario,module,Magento_Backend
New Password,Nueva contraseña,module,Magento_Backend
Password Confirmation,Confirmación de contraseña,module,Magento_Backend
Interface Locale,Interface Locale,module,Magento_Backend
Current User Identity Verification,Verificación de la identidad del usuario actual,module,Magento_Backend
Your Password,Tu contraseña,module,Magento_Backend
Save Cache Settings,Guardar la configuración de caché,module,Magento_Backend
Catalog Rewrites,Catálogo reescribe,module,Magento_Backend
Refresh,Actualizar,module,Magento_Backend
Images Cache,Caché de imágenes,module,Magento_Backend
Clear,Claro,module,Magento_Backend
Search Index,Índice de búsqueda,module,Magento_Backend
Rebuild,Reconstruir,module,Magento_Backend
Inventory Stock Status,El estado del stock de inventario,module,Magento_Backend
Rebuild Catalog Index,Reconstruir el Índice del catálogo,module,Magento_Backend
Rebuild Flat Catalog Category,Reconstruir la categoría de catálogo plana,module,Magento_Backend
Rebuild Flat Catalog Product,Reconstruir Catálogo Producto plana,module,Magento_Backend
Cache Control,Control de caché,module,Magento_Backend
All Cache,Todo el caché,module,Magento_Backend
No change,Ningún cambio,module,Magento_Backend
Disable,Desactivar,module,Magento_Backend
Enable,Habilitar,module,Magento_Backend
Add Design Change,Agregar cambio de diseño,module,Magento_Backend
Back,Volver,module,Magento_Backend
Delete,Eliminar,module,Magento_Backend
Are you sure?,¿Está seguro?,module,Magento_Backend
Save,Guardar,module,Magento_Backend
Edit Design Change,Editar Cambio de diseño,module,Magento_Backend
New Store Design Change,Nuevo diseño de la tienda cambiar,module,Magento_Backend
General Settings,Ajustes generales,module,Magento_Backend
Store,Almacenar,module,Magento_Backend
-- Please Select --,-- Seleccione --,module,Magento_Backend
Custom Design,Diseño personalizado,module,Magento_Backend
Date From,Fecha de,module,Magento_Backend
Date To,Fecha hasta,module,Magento_Backend
Design Change,Cambio de diseño,module,Magento_Backend
General,General,module,Magento_Backend
Cancel,Cancelar,module,Magento_Backend
Delete %1 '%2',Eliminar %1 '%2',module,Magento_Backend
Delete %1,Eliminar %1,module,Magento_Backend
Block Information,Información de bloque,module,Magento_Backend
Backup Options,Opciones de copia de seguridad.,module,Magento_Backend
Create DB Backup,Crear DB Backup,module,Magento_Backend
Yes,Sí,module,Magento_Backend
No,No hay,module,Magento_Backend
Delete Store,Eliminar Store,module,Magento_Backend
Delete Web Site,Eliminar Sitio Web,module,Magento_Backend
Save Web Site,Guardar Sitio Web,module,Magento_Backend
Save Store,Guardar,module,Magento_Backend
Save Store View,Guardar vista,module,Magento_Backend
Delete Store View,Eliminar Vista de almacén,module,Magento_Backend
Edit Web Site,Editar el sitio Web,module,Magento_Backend
New Web Site,Nuevo sitio Web,module,Magento_Backend
Edit Store,Editar Store,module,Magento_Backend
New Store,Nueva tienda,module,Magento_Backend
Edit Store View,Editar vista de almacén,module,Magento_Backend
New Store View,Nueva tienda ver,module,Magento_Backend
Store Information,Almacenar información,module,Magento_Backend
Web Site,Sitio Web,module,Magento_Backend
Name,Nombre,module,Magento_Backend
Root Category,Categoría raíz,module,Magento_Backend
Default Store View,Vista del almacén predeterminado,module,Magento_Backend
Store View Information,Store Ver información,module,Magento_Backend
Code,Código,module,Magento_Backend
Status,El estado,module,Magento_Backend
Disabled,Desactivado,module,Magento_Backend
Enabled,Activado,module,Magento_Backend
Sort Order,Orden de clasificación,module,Magento_Backend
Web Site Information,Información del sitio Web,module,Magento_Backend
Default Store,Almacén predeterminado,module,Magento_Backend
Set as Default,Establecer como predeterminado,module,Magento_Backend
Stores,Tiendas,module,Magento_Backend
Create Website,Crear sitio Web,module,Magento_Backend
Create Store,Create Store,module,Magento_Backend
Create Store View,Create Store View,module,Magento_Backend
Home,Home,module,Magento_Backend
Reset,Restablecer,module,Magento_Backend
Are you sure you want to do this?,¿Está seguro de que desea hacerlo?,module,Magento_Backend
Add New Image,Agregar nueva imagen,module,Magento_Backend
Export block for grid %1 is not defined,Export Block grid para %1 no está definido,module,Magento_Backend
Reset Filter,Restablecer filtro,module,Magento_Backend
Search,Buscar,module,Magento_Backend
Any,Cualquier,module,Magento_Backend
All Countries,Todos los países,module,Magento_Backend
From,Desde,module,Magento_Backend
To,A,module,Magento_Backend
Date selector,Selector de fecha,module,Magento_Backend
[ deleted ],[ eliminar ],module,Magento_Backend
Select All,Seleccionar todo,module,Magento_Backend
 [deleted]," 
[suprimido]",module,Magento_Backend
We couldn't find any records.,No hemos podido encontrar ningún registro.,module,Magento_Backend
Add New,Agregar nuevo,module,Magento_Backend
Invalid export type supplied for grid export block,Tipo de exportación no válida suministrada para bloquear la exportación de cuadrícula,module,Magento_Backend
Export,Exportar,module,Magento_Backend
Please correct the column format and try again.,Corrija el formato de columna y vuelva a intentarlo.,module,Magento_Backend
Please select items.,Seleccione los elementos.,module,Magento_Backend
Submit,Enviar,module,Magento_Backend
Unknown block type,Tipo de bloque desconocido,module,Magento_Backend
Please correct the tab configuration and try again. Tab Id should be not empty,Corrija la ficha configuración y vuelva a intentarlo. Pestaña Id debe ser no vacío,module,Magento_Backend
Please correct the tab configuration and try again.,Corrija la ficha configuración y vuelva a intentarlo.,module,Magento_Backend
You have logged out.,Su sesión ha finalizado.,module,Magento_Backend
Specified cache type(s) don't exist: %1,Tipo de caché especificado(s) no existen: %1,module,Magento_Backend
The image cache was cleaned.,La memoria caché de imagen fue limpiada.,module,Magento_Backend
An error occurred while clearing the image cache.,Ha ocurrido un error al borrar la memoria caché de la imagen.,module,Magento_Backend
The JavaScript/CSS cache has been cleaned.,La caché de CSS/JavaScript se ha limpiado.,module,Magento_Backend
An error occurred while clearing the JavaScript/CSS cache.,Ha ocurrido un error al borrar el caché de CSS/JavaScript.,module,Magento_Backend
The static files cache has been cleaned.,La caché de archivos estáticos se ha limpiado.,module,Magento_Backend
You flushed the cache storage.,Enjuagar el almacenamiento en caché.,module,Magento_Backend
The Magento cache storage has been flushed.,El almacenamiento en caché de Magento se ha vaciado.,module,Magento_Backend
Cache Management,Administración de la caché,module,Magento_Backend
%1 cache type(s) disabled.,%1 Tipo(s) de caché deshabilitada.,module,Magento_Backend
An error occurred while disabling cache.,Se ha producido un error al desactivar la caché.,module,Magento_Backend
%1 cache type(s) enabled.,%1 Tipo de caché(s) habilitado.,module,Magento_Backend
An error occurred while enabling cache.,Se ha producido un error al activar la caché.,module,Magento_Backend
%1 cache type(s) refreshed.,%1 Tipo de caché(s) actualizado.,module,Magento_Backend
An error occurred while refreshing cache.,Se produjo un error durante la actualización de la caché.,module,Magento_Backend
Dashboard,Salpicadero,module,Magento_Backend
We updated lifetime statistic.,Hemos actualizado la vida estadística.,module,Magento_Backend
We can't refresh lifetime statistics.,No podemos actualizar estadísticas de por vida.,module,Magento_Backend
invalid request,Solicitud no válida,module,Magento_Backend
see error log for details,Consulte el registro de errores para ver los detalles,module,Magento_Backend
Service unavailable: %1,Servicio no disponible: %1,module,Magento_Backend
Error,Error,module,Magento_Backend
Access Denied.,Acceso denegado.,module,Magento_Backend
You need more permissions to do this.,Usted necesita más permisos para ello.,module,Magento_Backend
No search modules were registered,Módulos de búsqueda no fueron registrados,module,Magento_Backend
Please make sure that all global admin search modules are installed and activated.,"Por favor, asegúrese de que todos los módulos de búsqueda administración global está instalado y activado.",module,Magento_Backend
You saved the account.,Usted guarda la cuenta.,module,Magento_Backend
An error occurred while saving account.,Se produjo un error al guardar la cuenta.,module,Magento_Backend
You deleted the design change.,Has eliminado el cambio de diseño.,module,Magento_Backend
You can't delete the design change.,No puede eliminar el cambio de diseño.,module,Magento_Backend
Store Design,El diseño de la tienda,module,Magento_Backend
Edit Store Design Change,Editar el diseño de la tienda cambiar,module,Magento_Backend
You saved the design change.,Guardó el cambio de diseño.,module,Magento_Backend
System,Sistema,module,Magento_Backend
Manage Stores,Administrar almacenes,module,Magento_Backend
The database was backed up.,La base de datos se realiza una copia de seguridad.,module,Magento_Backend
We can't create a backup right now. Please try again later.,"No podemos crear una copia de seguridad ahora. Por favor, inténtelo de nuevo más tarde.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Eliminación de un %1 no eliminará la información asociada con el %1 (por ejemplo, categorías, productos, etc.), pero el %1 no podrán ser restaurados. Se recomienda crear una copia de seguridad de base de datos antes de eliminar el %1.",module,Magento_Backend
Something went wrong. Please try again.,"Algo ha ido mal. Por favor, inténtelo de nuevo.",module,Magento_Backend
This store cannot be deleted.,Este almacén no puede ser eliminado.,module,Magento_Backend
You deleted the store.,Has eliminado de la tienda.,module,Magento_Backend
Unable to delete the store. Please try again later.,"No se puede eliminar de la tienda. Por favor, inténtelo de nuevo más tarde.",module,Magento_Backend
This store view cannot be deleted.,Este almacén vista no puede ser eliminado.,module,Magento_Backend
Store View,Ver tienda,module,Magento_Backend
You deleted the store view.,Has eliminado la tienda vista.,module,Magento_Backend
Unable to delete the store view. Please try again later.,"No se puede eliminar la vista de almacén. Por favor, inténtelo de nuevo más tarde.",module,Magento_Backend
This website cannot be deleted.,Este sitio web no puede ser eliminado.,module,Magento_Backend
You deleted the website.,Has eliminado el sitio web.,module,Magento_Backend
Unable to delete the website. Please try again later.,"No se puede eliminar el sitio web. Por favor, inténtelo de nuevo más tarde.",module,Magento_Backend
The website does not exist.,El sitio web no existe.,module,Magento_Backend
Before modifying the website code please make sure it is not used in index.php.,"Antes de modificar el código de sitio web, asegúrese de que no sea usado en index.php.",module,Magento_Backend
The store does not exist,La tienda no existe.,module,Magento_Backend
Store view doesn't exist,Vista del almacén no existe.,module,Magento_Backend
Before modifying the store view code please make sure it is not used in index.php.,"Antes de modificar la tienda ver código, asegúrese de que no sea usado en index.php.",module,Magento_Backend
New ,Nuevo,module,Magento_Backend
You saved the website.,Guardó el sitio web.,module,Magento_Backend
An inactive store view cannot be saved as default store view,Una vista de almacén inactivo no se pueden guardar como vista de almacén predeterminado,module,Magento_Backend
You saved the store.,Guardó el almacén.,module,Magento_Backend
The default store cannot be disabled,El almacén predeterminado no puede ser desactivada,module,Magento_Backend
You saved the store view.,Guardó la tienda vista.,module,Magento_Backend
Something went wrong while saving. Please review the error log.,Algo falló al guardar. Revise el registro de errores.,module,Magento_Backend
Last 24 Hours,Las últimas 24 horas,module,Magento_Backend
Last 7 Days,Últimos 7 días,module,Magento_Backend
Current Month,Mes actual,module,Magento_Backend
YTD,YTD,module,Magento_Backend
2YTD,2YTD,module,Magento_Backend
Authentication storage is incorrect.,Almacenamiento de autenticación es incorrecta.,module,Magento_Backend
You did not sign in correctly or your account is temporarily disabled.,Usted no firmar correctamente o tu cuenta está temporalmente desactivado.,module,Magento_Backend
Authentication error occurred.,Se ha producido un error de autenticación.,module,Magento_Backend
Admin session lifetime must be less than or equal to 31536000 seconds (one year),Duración de sesión Admin debe ser inferior o igual a 31536000 segundos (un año),module,Magento_Backend
Admin session lifetime must be greater than or equal to 60 seconds,Duración de sesión Admin debe ser mayor o igual a 60 segundos.,module,Magento_Backend
Order,Fin,module,Magento_Backend
Order #%1,Order #%1,module,Magento_Backend
Access denied,Acceso denegado,module,Magento_Backend
Please try to sign out and sign in again.,Intente cerrar e iniciar sesión de nuevo.,module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Si sigue recibiendo este mensaje, póngase en contacto con el dueño de la tienda.",module,Magento_Backend
You need more permissions to access this.,Usted necesita más permisos para acceder a este.,module,Magento_Backend
"Welcome, please sign in",Dejame Entrar!,module,Magento_Backend
Username,Nombre de usuario,module,Magento_Backend
user name,Nombre de usuario,module,Magento_Backend
Password,Contraseña,module,Magento_Backend
password,Contraseña,module,Magento_Backend
Sign in,Iniciar sesión,module,Magento_Backend
Select Range:,Seleccionar rango:,module,Magento_Backend
No Data Found,No se han encontrado datos.,module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Gráfico está desactivada. Para activar el gráfico, haga clic en <a href=""%1"">aquí</a>.",module,Magento_Backend
Last Orders,Últimos pedidos,module,Magento_Backend
Last Search Terms,Últimos Términos de búsqueda.,module,Magento_Backend
Top Search Terms,Términos de búsqueda principales,module,Magento_Backend
There are no search keywords.,No hay palabras clave de búsqueda.,module,Magento_Backend
View Statistics For:,Ver las estadísticas de:,module,Magento_Backend
All Websites,Todos los sitios Web,module,Magento_Backend
Reload Data,Datos de recarga,module,Magento_Backend
Browse Files...,Explorar los archivos...,module,Magento_Backend
Magento,Magento,module,Magento_Backend
Copyright &copy; %1 Magento Commerce Inc. All rights reserved.,Copyright &COPY; %1 Magento Commerce Inc. Todos los derechos reservados.,module,Magento_Backend
ver. %1,Ver. %1,module,Magento_Backend
Magento Admin Panel,Magento Admin Panel,module,Magento_Backend
Account Setting,La configuración de la cuenta,module,Magento_Backend
Customer View,Opinión del cliente,module,Magento_Backend
Sign Out,Cerrar sesión,module,Magento_Backend
About the calendar,Acerca del calendario,module,Magento_Backend
Close,Cerrar,module,Magento_Backend
Go Today,Vaya hoy,module,Magento_Backend
Previous,Previous,module,Magento_Backend
Next,Siguiente,module,Magento_Backend
WK,WK,module,Magento_Backend
Time,Tiempo,module,Magento_Backend
Hour,Hora,module,Magento_Backend
Minute,Minuto,module,Magento_Backend
JavaScript may be disabled in your browser.,JavaScript puede estar deshabilitado en tu navegador.,module,Magento_Backend
To use this website you must first enable JavaScript in your browser.,"Para utilizar este sitio web, primero debe habilitar JavaScript en su navegador.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Esto es sólo un demo store. Puede navegar y realizar pedidos, pero nada será procesada.",module,Magento_Backend
Report Bugs,Informe de errores,module,Magento_Backend
Store View:,Vista del almacén:,module,Magento_Backend
Stores Configuration,Almacena la configuración,module,Magento_Backend
Please confirm scope switching. All data that hasn't been saved will be lost.,"Por favor, confirmar el alcance de la conmutación. Todos los datos que no se ha guardado se perderá.",module,Magento_Backend
Additional Cache Management,La gestión de la caché adicional,module,Magento_Backend
Flush Catalog Images Cache,Caché de imágenes Catálogo empotrado,module,Magento_Backend
Pregenerated product images files,Los archivos de imágenes del producto Pregenerated,module,Magento_Backend
Flush JavaScript/CSS Cache,Flush Cache JavaScript/CSS,module,Magento_Backend
Themes JavaScript and CSS files combined to one file,Temas archivos JavaScript y CSS junto a un archivo.,module,Magento_Backend
Flush Static Files Cache,Caché de archivos estáticos a ras,module,Magento_Backend
Preprocessed view files and static files,Preprocesa ver archivos y archivos estáticos,module,Magento_Backend
Catalog,Catálogo,module,Magento_Backend
JavaScript/CSS,JavaScript/CSS,module,Magento_Backend
JavaScript/CSS Cache,Caché de CSS/JavaScript,module,Magento_Backend
No records found.,No se han encontrado registros.,module,Magento_Backend
Images,Imágenes,module,Magento_Backend
Big Image,Imagen grande,module,Magento_Backend
Thumbnail,Miniatura,module,Magento_Backend
Additional Settings,Ajustes adicionales,module,Magento_Backend
records found,Registros encontrados.,module,Magento_Backend
selected,Seleccionado,module,Magento_Backend
per page,Por página,module,Magento_Backend
Previous page,Página anterior,module,Magento_Backend
of %1,De %1,module,Magento_Backend
Next page,Página siguiente,module,Magento_Backend
Export to:,Exportar a:,module,Magento_Backend
Actions,Acciones,module,Magento_Backend
Mass Actions,Las acciones de las masas,module,Magento_Backend
Unselect All,Deseleccionar todo,module,Magento_Backend
Select Visible,Seleccione Visible,module,Magento_Backend
Unselect Visible,Deseleccionar Visible,module,Magento_Backend
Changes have been made to this section that have not been saved.,Se han realizado cambios en esta sección que no se han guardado.,module,Magento_Backend
This tab contains invalid data. Please resolve this before saving.,"Esta ficha contiene datos no válidos. Por favor, solucionar esto antes de guardar.",module,Magento_Backend
The information in this tab has been changed.,La información de esta ficha ha sido cambiado.,module,Magento_Backend
Loading...,Cargando...,module,Magento_Backend
System Backup,Copia de seguridad del sistema,module,Magento_Backup
Database and Media Backup,Base de datos y copia de seguridad de medios,module,Magento_Backup
Database Backup,Copia de seguridad de la base de datos,module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","El archivo puede ser descomprimido con <a href=""%1"">%2</a> en sistemas Windows.",module,Magento_Backup
You need more permissions to activate maintenance mode right now.,Usted necesita más permisos para activar el modo de mantenimiento ahora.,module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Para crear la copia de seguridad, por favor, anule la selección de la opción ""poner en modo de mantenimiento del almacén"" o actualizar sus permisos.",module,Magento_Backup
Something went wrong while putting your store into maintenance mode.,Algo falló al poner tu tienda en modo de mantenimiento.,module,Magento_Backup
You need more free space to create a backup.,Necesita más espacio libre para crear una copia de seguridad.,module,Magento_Backup
You need more permissions to create a backup.,Usted necesita más permisos para crear una copia de seguridad.,module,Magento_Backup
We can't create the backup right now.,No podemos crear la copia de seguridad ahora.,module,Magento_Backup
Backups,Copias de seguridad,module,Magento_Backup
System,Sistema,module,Magento_Backup
Tools,Herramientas,module,Magento_Backup
Backup,Backup,module,Magento_Backup
We can't delete one or more backups.,No podemos eliminar una o más copias de seguridad.,module,Magento_Backup
failed,Error,module,Magento_Backup
successful,Éxito,module,Magento_Backup
You deleted the selected backup(s).,Ha eliminado la copia de seguridad seleccionada(s).,module,Magento_Backup
Can't load snapshot archive,No se puede cargar el archivo de instantánea,module,Magento_Backup
Please correct the password.,"Por favor, corrija la contraseña.",module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Para completar la reversión, anule la selección de ""poner en modo de mantenimiento del almacén"" o actualizar sus permisos.",module,Magento_Backup
We can't find the backup file.,No podemos encontrar el archivo de copia de seguridad.,module,Magento_Backup
We can't connect to the FTP right now.,No nos podemos conectar al FTP por ahora.,module,Magento_Backup
Failed to validate FTP.,Error al validar el FTP.,module,Magento_Backup
You need more permissions to perform a rollback.,Usted necesita más permisos para realizar una reversión.,module,Magento_Backup
Failed to rollback.,No se pudo revertir.,module,Magento_Backup
Database,Base de datos,module,Magento_Backup
Database and Media,Base de datos y los medios de comunicación,module,Magento_Backup
System (excluding Media),Sistema (a excepción de Media),module,Magento_Backup
You created the system backup.,Ha creado la copia de seguridad del sistema.,module,Magento_Backup
You created the system backup (excluding media).,Ha creado la copia de seguridad del sistema (a excepción de media).,module,Magento_Backup
